ticker,date,estimate,period,reported,surprise1,surprise2
el,2015-08-17,$0.34,"Jun 2015",$0.40,0.06,0.06
el,2015-05-05,$0.51,"Mar 2015",$0.72,0.21,0.21
el,2015-02-05,$1.05,"Dec 2014",$1.13,0.08,0.08
el,2014-11-04,$0.55,"Sep 2014",$0.80,0.25,0.25
el,2014-08-15,$0.56,"Jun 2014",$0.45,-0.11,-0.11
el,2014-05-02,$0.55,"Mar 2014",$0.64,0.09,0.09
el,2014-02-05,$1.06,"Dec 2013",$1.09,0.03,0.03
el,2013-10-31,$0.74,"Sep 2013",$0.76,0.02,0.02
el,2013-08-15,$0.22,"Jun 2013",$0.24,0.02,0.02
el,2013-05-02,$0.33,"Mar 2013",$0.45,0.12,0.12
el,2013-02-05,$1.04,"Dec 2012",$1.16,0.12,0.12
el,2012-11-01,$0.77,"Sep 2012",$0.79,0.02,0.02
el,2012-08-14,$0.16,"Jun 2012",$0.17,0.01,0.01
el,2012-05-04,$0.33,"Mar 2012",$0.38,0.05,0.05
el,2012-02-03,$1.01,"Dec 2011",$1.01,0.0,0.0
el,2011-11-03,$1.18,"Sep 2011",$1.41,0.23,0.23
el,2011-08-15,$0.24,"Jun 2011",$0.25,0.01,0.01
el,2011-05-05,$0.57,"Mar 2011",$0.71,0.14,0.14
el,2011-02-03,$1.44,"Dec 2010",$1.77,0.33,0.33
el,2010-10-29,$0.77,"Sep 2010","","",""
el,2010-08-12,$0.30,"Jun 2010","","",""
el,2010-04-27,$0.32,"Mar 2010","","",""
el,2010-01-28,$1.21,"Dec 2009","","",""
el,2009-10-30,$0.34,"Sep 2009","","",""
el,2009-08-13,$0.20,"Jun 2009","","",""
el,2009-05-04,$0.05,"Mar 2009","","",""
emn,2017-01-26,$1.49,"Dec 2016","","",""
emn,2016-10-27,$1.67,"Sep 2016",$1.86,0.19,0.19
emn,2016-07-28,$1.71,"Jun 2016",$1.68,-0.03,-0.03
emn,2016-04-28,$1.53,"Mar 2016",$1.71,0.18,0.18
emn,2016-01-28,$1.55,"Dec 2015",$1.59,0.04,0.04
emn,2015-10-29,$1.83,"Sep 2015",$1.84,0.01,0.01
emn,2015-07-27,$1.80,"Jun 2015",$2.01,0.21,0.21
emn,2015-04-30,$1.61,"Mar 2015",$1.84,0.23,0.23
emn,2015-01-29,$1.54,"Dec 2014",$1.64,0.1,0.1
emn,2014-10-30,$1.80,"Sep 2014",$1.89,0.09,0.09
emn,2014-07-28,$1.84,"Jun 2014",$1.92,0.08,0.08
emn,2014-04-24,$1.60,"Mar 2014",$1.61,0.01,0.01
emn,2014-01-30,$1.25,"Dec 2013",$1.35,0.1,0.1
emn,2013-10-24,$1.64,"Sep 2013",$1.68,0.04,0.04
emn,2013-07-29,$1.64,"Jun 2013",$1.80,0.16,0.16
emn,2013-04-25,$1.57,"Mar 2013",$1.62,0.05,0.05
emn,2013-01-31,$1.19,"Dec 2012",$1.19,0.0,0.0
emn,2012-10-25,$1.42,"Sep 2012",$1.57,0.15,0.15
emn,2012-07-30,$1.34,"Jun 2012",$1.40,0.06,0.06
emn,2012-04-26,$1.14,"Mar 2012",$1.22,0.08,0.08
emn,2012-01-26,$0.80,"Dec 2011",$0.71,-0.09,-0.09
emn,2011-10-27,$1.11,"Sep 2011",$1.19,0.08,0.08
emn,2011-07-28,$2.60,"Jun 2011",$2.76,0.16,0.16
emn,2011-04-28,$1.97,"Mar 2011",$2.52,0.55,0.55
emn,2011-01-31,$1.49,"Dec 2010",$1.41,-0.08,-0.08
emn,2010-10-28,$2.22,"Sep 2010","","",""
emn,2010-07-29,$1.66,"Jun 2010","","",""
emn,2010-04-22,$1.15,"Mar 2010","","",""
emn,2010-01-28,$1.01,"Dec 2009","","",""
emn,2009-10-22,$1.13,"Sep 2009","","",""
emn,2009-07-23,$0.73,"Jun 2009","","",""
emr,2017-02-07,$0.42,"Dec 2016","","",""
emr,2016-11-01,$0.89,"Sep 2016",$0.96,0.07,0.07
emr,2016-08-02,$0.84,"Jun 2016",$0.80,-0.04,-0.04
emr,2016-05-03,$0.63,"Mar 2016",$0.66,0.03,0.03
emr,2016-02-02,$0.51,"Dec 2015",$0.56,0.05,0.05
emr,2015-11-03,$0.97,"Sep 2015",$0.93,-0.04,-0.04
emr,2015-08-04,$0.83,"Jun 2015",$0.84,0.01,0.01
emr,2015-05-05,$0.76,"Mar 2015",$0.65,-0.11,-0.11
emr,2015-02-03,$0.73,"Dec 2014",$0.75,0.02,0.02
emr,2014-11-04,$1.22,"Sep 2014",$1.30,0.08,0.08
emr,2014-08-05,$1.06,"Jun 2014",$1.03,-0.03,-0.03
emr,2014-05-06,$0.82,"Mar 2014",$0.80,-0.02,-0.02
emr,2014-02-04,$0.67,"Dec 2013",$0.67,0.0,0.0
emr,2013-11-05,$1.11,"Sep 2013",$1.18,0.07,0.07
emr,2013-08-06,$0.99,"Jun 2013",$0.97,-0.02,-0.02
emr,2013-05-07,$0.78,"Mar 2013",$0.77,-0.01,-0.01
emr,2013-02-05,$0.62,"Dec 2012",$0.62,0.0,0.0
emr,2012-11-06,$1.05,"Sep 2012",$1.11,0.06,0.06
emr,2012-08-07,$1.00,"Jun 2012",$1.04,0.04,0.04
emr,2012-05-01,$0.81,"Mar 2012",$0.74,-0.07,-0.07
emr,2012-02-07,$0.50,"Dec 2011",$0.50,0.0,0.0
emr,2011-11-01,$0.97,"Sep 2011",$0.98,0.01,0.01
emr,2011-08-02,$0.90,"Jun 2011",$0.90,0.0,0.0
emr,2011-05-03,$0.75,"Mar 2011",$0.73,-0.02,-0.02
emr,2011-02-01,$0.65,"Dec 2010",$0.63,-0.02,-0.02
emr,2010-11-02,$0.78,"Sep 2010","","",""
emr,2010-08-03,$0.68,"Jun 2010","","",""
emr,2010-05-04,$0.55,"Mar 2010","","",""
emr,2010-02-02,$0.42,"Dec 2009","","",""
emr,2009-11-03,$0.60,"Sep 2009","","",""
emr,2009-08-04,$0.57,"Jun 2009","","",""
emr,2009-05-05,$0.54,"Mar 2009","","",""
endp,2017-03-06,$1.66,"Dec 2016","","",""
endp,2016-11-08,$0.81,"Sep 2016",$1.01,0.2,0.2
endp,2016-08-08,$0.75,"Jun 2016",$0.86,0.11,0.11
endp,2016-05-05,$1.05,"Mar 2016",$1.08,0.03,0.03
endp,2016-02-29,$1.27,"Dec 2015",$1.36,0.09,0.09
endp,2015-11-05,$1.00,"Sep 2015",$1.02,0.02,0.02
endp,2015-08-10,$1.02,"Jun 2015",$1.08,0.06,0.06
endp,2015-05-11,$1.07,"Mar 2015",$1.17,0.1,0.1
endp,2015-03-02,$1.13,"Dec 2014",$1.16,0.03,0.03
endp,2014-11-05,$0.99,"Sep 2014",$1.15,0.16,0.16
endp,2014-07-31,$0.90,"Jun 2014",$1.06,0.16,0.16
endp,2014-05-01,$0.84,"Mar 2014",$0.92,0.08,0.08
endp,2014-02-28,$0.94,"Dec 2013",$0.96,0.02,0.02
endp,2013-11-07,$1.12,"Sep 2013",$1.34,0.22,0.22
endp,2013-08-06,$1.15,"Jun 2013",$1.42,0.27,0.27
endp,2013-05-07,$1.08,"Mar 2013",$1.09,0.01,0.01
endp,2013-02-28,$1.56,"Dec 2012",$1.62,0.06,0.06
endp,2012-11-05,$1.26,"Sep 2012",$1.28,0.02,0.02
endp,2012-08-07,$1.18,"Jun 2012",$1.27,0.09,0.09
endp,2012-05-01,$0.87,"Mar 2012",$0.90,0.03,0.03
endp,2012-02-24,$1.32,"Dec 2011",$1.40,0.08,0.08
endp,2011-10-27,$1.18,"Sep 2011",$1.25,0.07,0.07
endp,2011-08-09,$1.06,"Jun 2011",$1.05,-0.01,-0.01
endp,2011-04-28,$1.00,"Mar 2011",$1.00,0.0,0.0
endp,2011-02-28,$0.96,"Dec 2010",$1.06,0.1,0.1
endp,2010-11-01,$0.85,"Sep 2010","","",""
endp,2010-07-30,$0.80,"Jun 2010","","",""
endp,2010-04-30,$0.75,"Mar 2010","","",""
endp,2010-02-22,$0.68,"Dec 2009","","",""
endp,2009-10-29,$0.64,"Sep 2009","","",""
endp,2009-07-30,$0.67,"Jun 2009","","",""
eog,2017-02-23,"- $0.21","Dec 2016","","",""
eog,2016-11-03,"- $0.31","Sep 2016","- $0.40",-0.09,-0.09
eog,2016-08-04,"- $0.49","Jun 2016","- $0.38",0.11,0.11
eog,2016-05-05,"- $0.87","Mar 2016","- $0.83",0.04,0.04
eog,2016-02-25,"- $0.33","Dec 2015","- $0.27",0.06,0.06
eog,2015-11-05,"- $0.30","Sep 2015",$0.02,0.32,0.32
eog,2015-08-06,$0.05,"Jun 2015",$0.28,0.23,0.23
eog,2015-05-04,$0.01,"Mar 2015",$0.03,0.02,0.02
eog,2015-02-18,$0.99,"Dec 2014",$0.79,-0.2,-0.2
eog,2014-11-04,$1.28,"Sep 2014",$1.31,0.03,0.03
eog,2014-08-05,$1.36,"Jun 2014",$1.45,0.09,0.09
eog,2014-05-05,$1.17,"Mar 2014",$1.40,0.23,0.23
eog,2014-02-25,$1.96,"Dec 2013",$2.00,0.04,0.04
eog,2013-11-07,$2.02,"Sep 2013",$2.32,0.3,0.3
eog,2013-08-07,$1.76,"Jun 2013",$2.10,0.34,0.34
eog,2013-05-07,$1.13,"Mar 2013",$1.80,0.67,0.67
eog,2013-02-14,$1.35,"Dec 2012",$1.61,0.26,0.26
eog,2012-11-05,$1.12,"Sep 2012",$1.73,0.61,0.61
eog,2012-08-03,$0.92,"Jun 2012",$1.16,0.24,0.24
eog,2012-05-09,$1.17,"Mar 2012",$1.17,0.0,0.0
eog,2012-02-17,$0.89,"Dec 2011",$1.15,0.26,0.26
eog,2011-11-02,$0.81,"Sep 2011",$0.83,0.02,0.02
eog,2011-08-05,$0.79,"Jun 2011",$1.11,0.32,0.32
eog,2011-05-05,$0.54,"Mar 2011",$0.68,0.14,0.14
eog,2011-02-18,$0.26,"Dec 2010",$0.36,0.1,0.1
eog,2010-11-02,$0.20,"Sep 2010","","",""
eog,2010-08-05,$0.25,"Jun 2010","","",""
eog,2010-05-04,$0.52,"Mar 2010","","",""
eog,2010-02-09,$0.98,"Dec 2009","","",""
eog,2009-11-05,$0.65,"Sep 2009","","",""
eog,2009-08-06,$0.43,"Jun 2009","","",""
eog,2009-05-04,$0.62,"Mar 2009","","",""
eqix,2017-02-16,$3.41,"Dec 2016","","",""
eqix,2016-11-02,$3.39,"Sep 2016",$3.95,0.56,0.56
eqix,2016-08-03,$3.16,"Jun 2016",$4.13,0.97,0.97
eqix,2016-05-04,$3.09,"Mar 2016",$2.98,-0.11,-0.11
eqix,2016-02-18,$3.01,"Dec 2015",$2.85,-0.16,-0.16
eqix,2015-10-28,$3.57,"Sep 2015",$3.55,-0.02,-0.02
eqix,2015-07-29,$1.10,"Jun 2015",$1.03,-0.07,-0.07
eqix,2015-04-29,$0.85,"Mar 2015",$1.34,0.49,0.49
eqix,2015-02-19,$0.98,"Dec 2014",$0.56,-0.42,-0.42
eqix,2014-10-29,$0.88,"Sep 2014",$0.79,-0.09,-0.09
eqix,2014-07-30,$0.81,"Jun 2014",$0.86,0.05,0.05
eqix,2014-04-30,$0.73,"Mar 2014",$0.81,0.08,0.08
eqix,2014-02-19,$0.78,"Dec 2013",$1.11,0.33,0.33
eqix,2013-10-23,$0.57,"Sep 2013",$0.73,0.16,0.16
eqix,2013-07-24,$0.69,"Jun 2013",$0.59,-0.1,-0.1
eqix,2013-04-24,$0.75,"Mar 2013",$0.75,0.0,0.0
eqix,2013-02-13,$0.62,"Dec 2012",$0.78,0.16,0.16
eqix,2012-11-01,$0.57,"Sep 2012",$0.57,0.0,0.0
eqix,2012-07-25,$0.60,"Jun 2012",$0.75,0.15,0.15
eqix,2012-04-25,$0.49,"Mar 2012",$0.72,0.23,0.23
eqix,2012-02-15,$0.44,"Dec 2011",$0.38,-0.06,-0.06
eqix,2011-10-26,$0.43,"Sep 2011",$0.20,-0.23,-0.23
eqix,2011-07-27,$0.47,"Jun 2011",$0.64,0.17,0.17
eqix,2011-04-27,$0.30,"Mar 2011",$0.53,0.23,0.23
eqix,2011-02-09,$0.23,"Dec 2010",$0.29,0.06,0.06
eqix,2010-10-26,$0.27,"Sep 2010","","",""
eqix,2010-07-28,$0.24,"Jun 2010","","",""
eqix,2010-04-21,$0.43,"Mar 2010","","",""
eqix,2010-02-10,$0.34,"Dec 2009","","",""
eqix,2009-10-21,$0.30,"Sep 2009","","",""
eqix,2009-07-22,$0.33,"Jun 2009","","",""
eqr,2017-01-31,$0.79,"Dec 2016","","",""
eqr,2016-10-25,$0.78,"Sep 2016",$0.78,0.0,0.0
eqr,2016-07-26,$0.77,"Jun 2016",$0.76,-0.01,-0.01
eqr,2016-04-26,$0.76,"Mar 2016",$0.76,0.0,0.0
eqr,2016-02-02,$0.92,"Dec 2015",$0.92,0.0,0.0
eqr,2015-10-27,$0.88,"Sep 2015",$0.87,-0.01,-0.01
eqr,2015-07-28,$0.85,"Jun 2015",$0.85,0.0,0.0
eqr,2015-04-28,$0.80,"Mar 2015",$0.79,-0.01,-0.01
eqr,2015-02-03,$0.83,"Dec 2014",$0.86,0.03,0.03
eqr,2014-10-28,$0.80,"Sep 2014",$0.81,0.01,0.01
eqr,2014-07-29,$0.77,"Jun 2014",$0.78,0.01,0.01
eqr,2014-04-30,$0.71,"Mar 2014",$0.71,0.0,0.0
eqr,2014-02-04,$0.76,"Dec 2013",$0.77,0.01,0.01
eqr,2013-10-30,$0.73,"Sep 2013",$0.73,0.0,0.0
eqr,2013-07-30,$0.71,"Jun 2013",$0.71,0.0,0.0
eqr,2013-04-30,$0.65,"Mar 2013",$0.64,-0.01,-0.01
eqr,2013-02-05,$0.75,"Dec 2012",$0.75,0.0,0.0
eqr,2012-10-24,$0.76,"Sep 2012",$0.73,-0.03,-0.03
eqr,2012-07-25,$0.68,"Jun 2012",$0.68,0.0,0.0
eqr,2012-04-25,$0.62,"Mar 2012",$0.61,-0.01,-0.01
eqr,2012-02-01,$0.65,"Dec 2011",$0.65,0.0,0.0
eqr,2011-10-26,$0.61,"Sep 2011",$0.62,0.01,0.01
eqr,2011-07-27,$0.60,"Jun 2011",$0.60,0.0,0.0
eqr,2011-04-27,$0.56,"Mar 2011",$0.56,0.0,0.0
eqr,2011-02-02,$0.58,"Dec 2010",$0.62,0.04,0.04
eqr,2010-10-27,$0.54,"Sep 2010","","",""
eqr,2010-07-28,$0.55,"Jun 2010","","",""
eqr,2010-04-29,$0.50,"Mar 2010","","",""
eqr,2010-02-03,$0.44,"Dec 2009","","",""
eqr,2009-10-28,$0.52,"Sep 2009","","",""
eqr,2009-07-29,$0.54,"Jun 2009","","",""
eqt,2017-02-02,"- $0.10","Dec 2016","","",""
eqt,2016-10-27,"- $0.44","Sep 2016","- $0.26",0.18,0.18
eqt,2016-07-28,"- $0.46","Jun 2016","- $0.35",0.11,0.11
eqt,2016-04-28,"- $0.05","Mar 2016",$0.07,0.12,0.12
eqt,2016-02-04,"- $0.18","Dec 2015","- $0.06",0.12,0.12
eqt,2015-10-22,"- $0.22","Sep 2015","- $0.33",-0.11,-0.11
eqt,2015-07-23,"- $0.01","Jun 2015",$0.01,0.02,0.02
eqt,2015-04-23,$0.64,"Mar 2015",$1.08,0.44,0.44
eqt,2015-02-05,$0.69,"Dec 2014",$0.96,0.27,0.27
eqt,2014-10-23,$0.65,"Sep 2014",$0.51,-0.14,-0.14
eqt,2014-07-24,$0.80,"Jun 2014",$0.81,0.01,0.01
eqt,2014-04-24,$0.82,"Mar 2014",$1.35,0.53,0.53
eqt,2014-02-13,$0.66,"Dec 2013",$0.47,-0.19,-0.19
eqt,2013-10-24,$0.50,"Sep 2013",$0.58,0.08,0.08
eqt,2013-07-25,$0.55,"Jun 2013",$0.57,0.02,0.02
eqt,2013-04-25,$0.52,"Mar 2013",$0.66,0.14,0.14
eqt,2013-01-24,$0.43,"Dec 2012",$0.48,0.05,0.05
eqt,2012-10-25,$0.30,"Sep 2012",$0.21,-0.09,-0.09
eqt,2012-07-26,$0.30,"Jun 2012",$0.21,-0.09,-0.09
eqt,2012-04-26,$0.61,"Mar 2012",$0.50,-0.11,-0.11
eqt,2012-01-26,$0.54,"Dec 2011",$0.60,0.06,0.06
eqt,2011-10-27,$0.43,"Sep 2011",$0.45,0.02,0.02
eqt,2011-07-28,$0.41,"Jun 2011",$0.52,0.11,0.11
eqt,2011-04-28,$0.56,"Mar 2011",$0.67,0.11,0.11
eqt,2011-01-27,$0.40,"Dec 2010",$0.49,0.09,0.09
eqt,2010-10-28,$0.23,"Sep 2010","","",""
eqt,2010-07-29,$0.25,"Jun 2010","","",""
eqt,2010-04-28,$0.58,"Mar 2010","","",""
eqt,2010-01-28,$0.38,"Dec 2009","","",""
eqt,2009-10-29,$0.18,"Sep 2009","","",""
eqt,2009-07-29,$0.23,"Jun 2009","","",""
es,2017-02-02,$0.75,"Dec 2016","","",""
es,2016-11-01,$0.80,"Sep 2016",$0.83,0.03,0.03
es,2016-07-28,$0.64,"Jun 2016",$0.64,0.0,0.0
es,2016-05-04,$0.78,"Mar 2016",$0.77,-0.01,-0.01
es,2016-02-05,$0.65,"Dec 2015",$0.60,-0.05,-0.05
es,2015-11-03,$0.75,"Sep 2015",$0.75,0.0,0.0
es,2015-07-30,$0.56,"Jun 2015",$0.66,0.1,0.1
es,2015-04-29,$0.80,"Mar 2015",$0.81,0.01,0.01
es,2013-05-24,"- $0.07","Mar 2013",$0.73,0.8,0.8
es,2013-03-15,$0.13,"Dec 2012",$0.56,0.43,0.43
es,2012-11-08,$0.06,"Sep 2012",$0.70,0.64,0.64
es,2012-08-08,"- $0.02","Jun 2012",$0.45,0.47,0.47
es,2012-05-09,$0.07,"Mar 2012",$0.56,0.49,0.49
es,2012-03-14,$0.10,"Dec 2011",$0.74,0.64,0.64
es,2011-11-08,$0.00,"Sep 2011",$0.51,"",""
es,2011-08-08,$0.02,"Jun 2011",$0.44,0.42,0.42
es,2011-05-09,$0.03,"Mar 2011",$0.69,0.66,0.66
es,2011-03-30,$0.21,"Dec 2010",$0.73,0.52,0.52
es,2010-11-08,$0.13,"Sep 2010","","",""
es,2010-08-05,$0.06,"Jun 2010","","",""
es,2010-05-05,$0.09,"Mar 2010","","",""
es,2010-02-24,$0.23,"Dec 2009","","",""
es,2009-11-04,$0.13,"Sep 2009","","",""
es,2009-08-05,$0.08,"Jun 2009","","",""
es,2009-05-06,$0.10,"Mar 2009","","",""
esrx,2017-02-21,$1.87,"Dec 2016","","",""
esrx,2016-10-25,$1.74,"Sep 2016",$1.74,0.0,0.0
esrx,2016-07-25,$1.57,"Jun 2016",$1.57,0.0,0.0
esrx,2016-04-25,$1.23,"Mar 2016",$1.22,-0.01,-0.01
esrx,2016-02-16,$1.55,"Dec 2015",$1.56,0.01,0.01
esrx,2015-10-27,$1.44,"Sep 2015",$1.45,0.01,0.01
esrx,2015-07-28,$1.40,"Jun 2015",$1.44,0.04,0.04
esrx,2015-04-28,$1.10,"Mar 2015",$1.10,0.0,0.0
esrx,2015-02-23,$1.38,"Dec 2014",$1.39,0.01,0.01
esrx,2014-10-28,$1.29,"Sep 2014",$1.29,0.0,0.0
esrx,2014-07-29,$1.22,"Jun 2014",$1.23,0.01,0.01
esrx,2014-04-29,$1.01,"Mar 2014",$0.99,-0.02,-0.02
esrx,2014-02-20,$1.12,"Dec 2013",$1.12,0.0,0.0
esrx,2013-10-24,$1.08,"Sep 2013",$1.08,0.0,0.0
esrx,2013-07-29,$1.10,"Jun 2013",$1.11,0.01,0.01
esrx,2013-04-29,$0.98,"Mar 2013",$0.99,0.01,0.01
esrx,2013-02-18,$1.05,"Dec 2012",$1.05,0.0,0.0
esrx,2012-11-05,$1.00,"Sep 2012",$1.02,0.02,0.02
esrx,2012-08-07,$0.82,"Jun 2012",$0.88,0.06,0.06
esrx,2012-05-10,$0.77,"Mar 2012",$0.73,-0.04,-0.04
esrx,2012-02-22,$0.85,"Dec 2011",$0.82,-0.03,-0.03
esrx,2011-10-25,$0.78,"Sep 2011",$0.79,0.01,0.01
esrx,2011-07-27,$0.71,"Jun 2011",$0.71,0.0,0.0
esrx,2011-04-25,$0.69,"Mar 2011",$0.66,-0.03,-0.03
esrx,2011-02-16,$0.70,"Dec 2010",$0.71,0.01,0.01
esrx,2010-10-27,$0.65,"Sep 2010","","",""
esrx,2010-07-28,$0.59,"Jun 2010","","",""
esrx,2010-04-28,$1.10,"Mar 2010","","",""
esrx,2010-02-24,$0.90,"Dec 2009","","",""
esrx,2009-10-28,$0.81,"Sep 2009","","",""
esrx,2009-07-29,$0.87,"Jun 2009","","",""
ess,2017-02-02,$2.82,"Dec 2016","","",""
ess,2016-10-27,$2.76,"Sep 2016",$2.81,0.05,0.05
ess,2016-07-28,$2.70,"Jun 2016",$2.74,0.04,0.04
ess,2016-04-28,$2.64,"Mar 2016",$2.68,0.04,0.04
ess,2016-02-04,$2.55,"Dec 2015",$2.63,0.08,0.08
ess,2015-10-29,$2.45,"Sep 2015",$2.49,0.04,0.04
ess,2015-07-30,$2.34,"Jun 2015",$2.40,0.06,0.06
ess,2015-05-06,$2.22,"Mar 2015",$2.29,0.07,0.07
ess,2015-02-04,$2.22,"Dec 2014",$2.24,0.02,0.02
ess,2014-10-30,$1.91,"Sep 2014",$2.16,0.25,0.25
ess,2014-08-06,$1.70,"Jun 2014",$2.08,0.38,0.38
ess,2014-05-07,$2.00,"Mar 2014",$2.02,0.02,0.02
ess,2014-01-30,$1.96,"Dec 2013",$1.94,-0.02,-0.02
ess,2013-10-30,$1.91,"Sep 2013",$1.91,0.0,0.0
ess,2013-07-31,$1.87,"Jun 2013",$1.88,0.01,0.01
ess,2013-05-01,$1.88,"Mar 2013",$1.87,-0.01,-0.01
ess,2013-01-31,$1.74,"Dec 2012",$1.81,0.07,0.07
ess,2012-10-31,$1.68,"Sep 2012",$1.71,0.03,0.03
ess,2012-08-01,$1.65,"Jun 2012",$1.66,0.01,0.01
ess,2012-05-02,$1.60,"Mar 2012",$1.63,0.03,0.03
ess,2012-02-01,$1.52,"Dec 2011",$1.51,-0.01,-0.01
ess,2011-11-02,$1.42,"Sep 2011",$1.42,0.0,0.0
ess,2011-08-03,$1.36,"Jun 2011",$1.40,0.04,0.04
ess,2011-05-04,$1.42,"Mar 2011",$1.31,-0.11,-0.11
ess,2011-02-03,$1.35,"Dec 2010",$1.28,-0.07,-0.07
ess,2010-11-03,$1.22,"Sep 2010","","",""
ess,2010-08-04,$1.29,"Jun 2010","","",""
ess,2010-05-05,$1.29,"Mar 2010","","",""
ess,2010-02-04,$1.18,"Dec 2009","","",""
ess,2009-11-03,$1.26,"Sep 2009","","",""
ess,2009-08-05,$1.35,"Jun 2009","","",""
etfc,2017-01-26,$0.42,"Dec 2016","","",""
etfc,2016-10-20,$0.38,"Sep 2016",$0.51,0.13,0.13
etfc,2016-07-21,$0.39,"Jun 2016",$0.48,0.09,0.09
etfc,2016-04-21,$0.33,"Mar 2016",$0.43,0.1,0.1
etfc,2016-01-21,$0.29,"Dec 2015",$0.30,0.01,0.01
etfc,2015-10-22,$0.29,"Sep 2015",$0.33,0.04,0.04
etfc,2015-07-23,$0.27,"Jun 2015",$0.25,-0.02,-0.02
etfc,2015-04-23,$0.21,"Mar 2015",$0.29,0.08,0.08
etfc,2015-01-22,$0.23,"Dec 2014",$0.26,0.03,0.03
etfc,2014-10-21,$0.22,"Sep 2014",$0.29,0.07,0.07
etfc,2014-07-23,$0.23,"Jun 2014",$0.24,0.01,0.01
etfc,2014-04-23,$0.23,"Mar 2014",$0.33,0.1,0.1
etfc,2014-01-23,$0.20,"Dec 2013",$0.20,0.0,0.0
etfc,2013-10-23,$0.16,"Sep 2013",$0.16,0.0,0.0
etfc,2013-07-24,$0.13,"Jun 2013",$0.21,0.08,0.08
etfc,2013-04-18,$0.12,"Mar 2013",$0.12,0.0,0.0
etfc,2013-01-24,"- $0.54","Dec 2012","- $0.65",-0.11,-0.11
etfc,2012-10-18,$0.08,"Sep 2012",$0.05,-0.03,-0.03
etfc,2012-07-19,$0.11,"Jun 2012",$0.13,0.02,0.02
etfc,2012-04-19,$0.09,"Mar 2012",$0.13,0.04,0.04
etfc,2012-01-25,$0.20,"Dec 2011","- $0.02",-0.22,-0.22
etfc,2011-10-19,$0.19,"Sep 2011",$0.24,0.05,0.05
etfc,2011-07-20,$0.16,"Jun 2011",$0.16,0.0,0.0
etfc,2011-04-20,$0.12,"Mar 2011",$0.16,0.04,0.04
etfc,2011-01-26,$0.04,"Dec 2010","- $0.11",-0.15,-0.15
etfc,2010-10-20,$0.03,"Sep 2010","","",""
etfc,2010-04-21,"- $0.03","Mar 2010","","",""
etfc,2010-01-27,"- $0.04","Dec 2009","","",""
etfc,2009-10-27,"- $0.09","Sep 2009","","",""
etfc,2009-07-22,"- $0.29","Jun 2009","","",""
eth,2017-01-25,$0.38,"Dec 2016",Dec,N/A,N/A
eth,2016-10-25,$0.46,"Sep 2016",Sep,$0.43,-0.03
eth,2016-07-26,$0.51,"Jun 2016",Jun,$0.57,0.06
eth,2016-04-25,$0.32,"Mar 2016",Mar,$0.34,0.02
eth,2016-01-26,$0.43,"Dec 2015",Dec,$0.55,0.12
eth,2015-10-27,$0.46,"Sep 2015",Sep,$0.46,0.00
eth,2015-07-28,$0.43,"Jun 2015",Jun,$0.43,0.00
eth,2015-04-23,$0.18,"Mar 2015",Mar,$0.18,0.00
eth,2015-01-27,$0.45,"Dec 2014",Dec,$0.37,-0.08
eth,2014-10-21,$0.35,"Sep 2014",Sep,$0.44,0.09
eth,2014-07-23,$0.42,"Jun 2014",Jun,$0.50,0.08
eth,2014-04-22,$0.22,"Mar 2014",Mar,$0.22,0.00
eth,2014-01-22,$0.41,"Dec 2013",Dec,$0.41,0.00
eth,2013-10-23,$0.31,"Sep 2013",Sep,$0.33,0.02
eth,2013-07-24,$0.33,"Jun 2013",Jun,$0.34,0.01
eth,2013-04-23,$0.27,"Mar 2013",Mar,$0.21,-0.06
eth,2013-01-22,$0.37,"Dec 2012",Dec,$0.39,0.02
eth,2012-10-17,$0.29,"Sep 2012",Sep,$0.38,0.09
eth,2012-07-25,$0.29,"Jun 2012",Jun,$0.27,-0.02
eth,2012-04-23,$0.16,"Mar 2012",Mar,$0.14,-0.02
eth,2012-01-24,$0.27,"Dec 2011",Dec,$0.30,0.03
eth,2011-10-24,$0.18,"Sep 2011",Sep,$0.25,0.07
eth,2011-08-03,$0.21,"Jun 2011",Jun,$0.21,0.00
eth,2011-04-27,$0.09,"Mar 2011",Mar,$0.07,-0.02
eth,2011-01-24,$0.09,"Dec 2010",Dec,$0.19,0.10
eth,2010-10-28,$0.11,"Sep 2010",Sep,N/A,N/A
eth,2010-08-05,$0.15,"Jun 2010",Jun,N/A,N/A
eth,2010-04-28,$0.00,"Mar 2010",Mar,N/A,N/A
eth,2010-01-28,"- $0.02","Dec 2009",Dec,N/A,N/A
eth,2009-10-29,"- $0.22","Sep 2009",Sep,N/A,N/A
eth,2009-08-12,"- $0.25","Jun 2009",Jun,N/A,N/A
etn,2017-02-02,$1.10,"Dec 2016","","",""
etn,2016-11-01,$1.14,"Sep 2016",$1.15,0.01,0.01
etn,2016-08-02,$1.07,"Jun 2016",$1.07,0.0,0.0
etn,2016-04-29,$0.85,"Mar 2016",$0.88,0.03,0.03
etn,2016-02-03,$1.09,"Dec 2015",$1.17,0.08,0.08
etn,2015-10-30,$0.97,"Sep 2015",$0.97,0.0,0.0
etn,2015-07-29,$1.14,"Jun 2015",$1.16,0.02,0.02
etn,2015-04-29,$0.98,"Mar 2015",$1.01,0.03,0.03
etn,2015-02-03,$1.20,"Dec 2014",$1.27,0.07,0.07
etn,2014-10-29,$1.23,"Sep 2014",$1.29,0.06,0.06
